IMAGE_ID,RAW_TEXT,PREDICTED_SKUs1,PREDICTED_SKUs2,PREDICTED_SKUs3,PREDICTED_SKUs4,PREDICTED_SKUs5,PREDICTED_SKUs6,PREDICTED_SKUs7,PREDICTED_SKUs8,PREDICTED_SKUs9,PREDICTED_SKUs10
00PdP000006AztGUAS_Image_Response_a0Z4H00000axbUOUAY,Meall | Martburg | Smoking | seriously harms | S | Maribaro | you and others | - | S | you and others | seriously harms | Лоп guq AFUGLE | Smoking | monoxide 4 mg | ебра | less small | Carbon | 6w & Rat | Nicotine 0.4 mg | Marlboro | 6pa | smell | Marlboro | NIGOTI | mg | May | are | mg | less | smell | TungyMartboru | mg | Smoking | seriously harms | Marlboro | you and others | around you | edge | less smell | Smell | IDOI 0 | Carbon | edge | monoxide 4 mg | AUBY | rms | ers | ou | Smoking | MARLBORO | Kills | Edge | 200's | AED 139 | USD 38.61 | www.dubaidulyfree.com | oro | crafted for | SMART -SEAL | less smell | FORM FILTER | Marlboro | SMART | -SEAL | SELECTED FINE_TOBACCOS | most | crafted for | SMAR | -SEAL | seriously | harms | you | and | others | monoxide | Nicotine | 0.4 | around | AED | 139 | USD | 38.61 | for | crafted,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP000003mR94UAE_Image_Response_a0Z4H00000axbUKUAY,L&M | Smoking | kills | FINE TOBACCOS | FINELY CUT | WS | My | L&M | RED LABEL | L&M | Smoking | kills | FINE TOBACCOS | FINELY CUT | LM | Red | 200's | AED 100 | USD 27.78 | cum | www.dubaidutyfree.com | PM | PHILIP MORRIS | Smoking kills | BUILDING | FINE | TOBACCOS | FINELY | CUT | AED | 100 | USD | 27.78 | PHILIP | MORRIS,PHILIP MORRIS ONE,PHILIP MORRIS BLUE,PHILIP MORRIS CAPS,PHILIP MORRIS BLEUE,PHILIP MORRIS CLASSIC,PHILIP MORRIS QUANTUM,PHILIP MORRIS SUPREME,PHILIP MORRIS CAPS DUO,PHILIP MORRIS PRONEX ONE,PHILIP MORRIS QUANTUM ONE
00PdP000003mSMrUAM_Image_Response_a0Z4H00000axbURUAY,2% OFFER | Smoking | king | PARLIAMENT | seriously ha | Silver.Blue | Ils | you and oth | ORIGINAL RECESSED™ FILTER | around yo | ESTD 1931 | Smoking | ing | PARLIAMENT | seriously har | you and othe | S | Blossom Breeze | around you | SMOKE SMELL CONTROL | TECHN O L O G Y | P | king | harms | Smoking | PARLIAMENT | others | Blossom Breeze | kills | d you | SMOKE SMELL CONTROL | MARLBORO | TECHN O L O G Y | Mix Blossom Breeze | 200's | AED 126 | USD 35.00 | PARLIAMENT | www.dubaidulyfree.com | ORIGINAL RECESSED FILTER | ENT | Aqua Blue | PARLIAMENT | ORIGINAL RECESSED FILTER | SilverBlue | OFFER | seriously | you | and | oth | ORIGINAL | RECESSED™ | FILTER | around | ESTD | 1931 | othe | Blossom | Breeze | SMOKE | SMELL | CONTROL | Mix | AED | 126 | USD | 35.00 | Aqua | Blue,PARLIAMENT ONE,PARLIAMENT SSL,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,PARLIAMENT AQUA,PARLIAMENT BLUE,PARLIAMENT CARAT,PARLIAMENT NIGHT,MARLBORO EDGE
00P4H00001lkxh8UAA_Image_Response_a0Z4H00000axbURUAY,QUALITY TOBACCOS | L&M | SINCE 1953 | RED LABEL | Luna A | Made under authority of Philip Morris Products S.A. Neuchatel Switzerland | L&M a | Smoking | seriously harms | you and others | FINE TOBACCOS | around you | FINELY CUT | L&M | Luzen My | RED LABEL | alonua ion | ЫЙЕГА Cnr | ЕНИЕГА COT | Glonug non | L&M | L iggen M Myosera | RED LABEL | L&M | FW | Ligge 2020 Soo Myere | RED LABEL | chates | FOR Philip Morrie | I&M | Smoking | seriously harn | THE and others | L&M | around you | DDF | Red | 200's | DDF | AED 95 | USD 26.39 | www.dubaidutyfree.com | Smoking | e | M | seriously harms | TOBACCOS | 1953 | RED | LABEL | Made | under | authority | Philip | Morris | Products | S.A. | Neuchatel | Switzerland | seriously | harms | you | and | others | around | FINELY | CUT | harn | AED | USD | 26.39,L&M RED,L&M COOL,L&M LOFT,NEXT RED,ASSOS RED,L&M GREEN,L&M STORM,L&M LIGHTS,DUNHILL RED,L&M FORWARD
00PdP0000047nrKUAQ_Image_Response_a0Z4H00000axbUMUAY,Smoking | kills | Marlboro | Marlboro | fusion | hoking | Marlboro | Smoking | kills | seriously harms | you and others | around you | blossomfusion | K!11 | contains menthol | in capsules | Marlboro | glong Aoo | blossom fusion | Лоп OUR otyern | king | j harms | Smoking | d others | du | Manhero | kills | VISTA | MARLBORO | blossom fusion | Vista Blossom | 200's | AED 132 | USD 36.67 | www.dubaidutyfree.com | Smoking | Smoking | seriously | seriously | harms | harms | you and | oth | you and | others | you | and | around | contains | menthol | capsules | blossom | Vista | Blossom | AED | 132 | USD | 36.67,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP00000076v8UAA_Image_Response_a0Z4H00000axbUMUAY,ath المبكرة الوفاة يسبب دخين | S | SOL SHUFFLE | SOL SHUFFLE | AL | ranc | random mix of 3 capsules | random mix of 3 capsules | SALE ONLY | menthol | p | AS | Sr | Smoking | Smoking | EMNE | Irin | ar5mg | kills | kills | line 0.4 mg | MARLBORO | Sol Shuffle | 200's | SOL SHUFFL | AED 132 | USD 36.67 | www.dubaidutyfree.com | BHUFFLE | Smoking | seriously harms | you and others | around you | n | SHUFFLE | mix of flavors | ath | المبكرة | الوفاة | يسبب | SOL | random | mix | capsules | Shuffle | SHUFFL | AED | 132 | USD | 36.67 | seriously | harms | you | and | others | around | flavors,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001mP9zHUAS_Image_Response_a0Z4H00000axbURUAY,HEETS TEAK | SELECTION 200s | AED 144 | USD 40.00 | IQOS | EAK | TEA | SELECTION | SEEECT | TEAK | TEAK | SELECTION | SELECTION | HEETS SIENNA | SELECTION 200s | TEAK | STEAK | SELECTION | SELECTION | AED 144 | USD 40.00 | IQOS | TEAK | TEA | SELECTION | SELECTION | ALIENNA | STEINA | SELECTION | SELECTION | TEAK- | TEAK | SELECTION | SIENNA | SELECTION | SEPEOT TIONATE | SELECTION | TEAK | ASIEGNA | TEAK | SELECTION | SIENHA | SELECTION | SELECTION | SELECTION | HEEES | TEAKS | ENNA | TEAK | SELECTION | SELECT TO N | SELECTION | contains | e sk free | DIPPE SI U | STULL | HEETS | 200s | AED | 144 | USD | 40.00,BOND STREET BLUE SELECTION,PHILIP MORRIS SELECTION RED,PHILIP MORRIS SELECTION BLUE,BOND STREET ORIGINAL SELECTION,SELECTION RED,BLUE SELECTION,SELECTION BLUE,ORIGINAL SELECTION,SELECT,
00P4H00001lmLjGUAU_Image_Response_a0Z4H00000axbUOUAY,P | ON | Smoking | ER | PARLIAMENT | seriously harms | Aqua Blue | you and others | ORIGINAL RECESSED™ FILTER | around you | ESTD 1931 | FIFTH AVENUE - NEW YORK | P | CARTON | OFFER | Smoking | PARLIAMENT | seriously harms | Aqua Blue | you and others | ORIGINAL | RECESSED™ | FILTER | around you | ESTD 1931 | PARLIAMENT | Aqua Blue | 400's | AED 252 | USD 70.00 | PA | PARLIAMENT | www.dubardutyfree.com | 100% | ORI | ORIGINAL RECESSED FILTER | Aqua Blue | Aqua Blue | Simok a | PARLIA | kill | ESTD | 1931 | 1931 | ESTD | YORK | PAVENDE-NEWYORK | seriously | harms | Aqua | Blue | you | and | others | around | FIFTH | AED | 252 | USD | 70.00,CRAVEN A ORIGINAL,MARK TEN ORIGINAL,L&M ORIGINAL LABEL,LARK BLUE,NEXT BLUE,ASSOS BLUE,CHOICE ORIGINAL BLUE,L&M ORIGINAL LBL CFB,L&M ORIGINAL LABEL CWB,MARLBORO GOLD ORIGINAL
00PdP000004FcigUAC_Image_Response_a0Z4H00000axbUPUAY,P | 'S | P | CARTON | OFFER | Smoking | PAREIAMENT | kills | PARLIAMENT | Silver Blue | 400's | PA RLIAMENT | AED 263 | We do not sell tobacco or nicotine in any form to minors. | USD 73.06 | www.dubardutyfree.com | P | Smoking | seriously harms | PARLIAMENT | you and others | Blossom Breeze | around you | SMOKE SMELL CONTROL | TECHN O L O G Y | Smoking | PARLIAMENT | seriously harms | you and others | Blossom Breeze | around you | SMOKE SMELL CONTROL | TECHN OLOG | MARLBORO | Mix Blossom Breeze | 200's | AED 126 | USD 35.00 | www.dubaidutyfree.com | ONLY | PARLIAMENT | PARLIAMENT | PARLIAMENT | PARLIAMENT | PARLIAMENT | ORIGINAL RECESSED FILTLE | ORIGINAL RECESSED FILTER | Silver Blue | PARLIAMENT | Silver Blue | Platinum | Silver | Blue | AED | 263 | not | sell | tobacco | nicotine | any | form | minors. | USD | 73.06 | seriously | harms | you | and | others | Blossom | Breeze | around | SMOKE | SMELL | CONTROL | Mix | 126 | 35.00 | ORIGINAL | FILTER,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP0000047s2zUAA_Image_Response_a0Z4H00000axbUSUAY,Smoking | seriously harms | you and others | around you | POJO | SELECTED PREMIUM TOBACCOS | gold | e TOBAC | Smoking | 3 | kills | SELECTED PREMIUM TOBACCOS | M | Smoking | ills | MARLBORO | S | Red | LECTED PREMIUMT | 200's | AED 128 | USD 35.56 | www.dubaidutyfree.com | kills | ? | CARTONS | seriously | harms | you | and | others | around | SELECTED | PREMIUM | TOBACCOS | TOBAC | LECTED | AED | 128 | USD | 35.56,NEXT RED,ROOFTOP GOLD,MARLBORO GOLD,NEXT XTRA GOLD,DUNHILL RED,ROOFTOP RED,MARLBORO GOLD B,BOND STREET GOLD,CHOICE RICH GOLD,MARLBORO REDGOLD
00P4H00001lmLPkUAM_Image_Response_a0Z4H00000axbUOUAY,kills | CAR | LA | 3 | 3 | Smoking | seriously | harms | Martboer | you and | others | around | you | double mix | MARLBORO | Double Mix | 600s | AED 346 | USD 96.11 | www.dubaidutytree.com | and | double | mix | Mix | AED | 346 | USD | 96.11,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO,MARLBORO PRIME
00PdP0000006DXOUA2_Image_Response_a0Z4H00000axbUKUAY,TONS | Smokin | seriously | HP | harms | you and | others | around | you | SELECTED PREMIUM TOBACCOS | Mu CARTONS llura | Smoking | kills | - | MARLBORO | Gold | 600's | AED 350 | USD 97.22 | www.dubaidulyfree.com | and | SELECTED | PREMIUM | TOBACCOS | CARTONS | AED | 350 | USD | 97.22,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001muq3BUAQ_Image_Response_a0Z4H00000axbUKUAY,"www. | Smokers | Smoking | seriously | seriously harms | you and | you and others | around you | G CARTONS Marthuro | around | White | Smoking | Smoking | seriously harms | Marlburo CARTONS | seriously har | you and other | around you | you and others | around you | Smoking | Der lbour | Smoking | kills | kills | MARLBORO | White | 400's | AED 244 | USD 67.78 | www.dubardutyfree.com | CNIL | Ani | NGS, MIND | harms | you | and | others | CARTONS | other | AED | 244 | USD | 67.78",MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001muoo2UAA_Image_Response_a0Z4H00000axbUNUAY,Mariboro | SMELL | CONTROL | Smoking | kills | VISTA | tropical splash | SMOKE | SMELL | Marlboro | CONTROL | Smoking | s | seriously harms | s | you and others | around you | VISTA | tropical splash | SMOKE | SMELL | CONTROL | Marthoro | Smoking | g | seriously harms | you and others | around you | VISTA | tropical splash | SMOKE | SMELL | CONTROL | Smoking | Martboro | seriously harms | rms | you and others | ers | around you | ou | nlesh | MARLBORO | Tropical Splash | 200's | AED 132 | USD 36.67 | tropical | splash | seriously | harms | you | and | others | around | Tropical | Splash | AED | 132 | USD | 36.67,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO TROPICAL SPLASH,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN
00PdP000006BC0rUAG_Image_Response_a0Z4H00000axbUQUAY,Martboro | you and oth | around yo | gold | MunHurra | Smoking | kills | gold | Marlboro | Smoking | seriously harms | you and others | around you | gold | CARTONS | Marlboro | Smoking | seriously harms | you and others | around you | MARLBORO | Gold | 400s | AED 244 | USD 67.78 | www.dubaidutyfree.com | around you | name | TORNOH | 20 | mNS | Smoking | seriously harms | you and others | you | and | oth | around | seriously | harms | others | AED | 244 | USD | 67.78,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO,MARLBORO PRIME
00P4H00001msvKNUAY_Image_Response_a0Z4H00000axbUMUAY,Platinum | LIAMENT | - | - | PARLA | PARLTAMENT | e | P | PARLIAMENT | PARLIAMENT | ORIGINAL RECESSED FILTER | ORIGINAL RECESSED FILTER | Platinum | Platinum | ESTD | 1931 | ESTD 1931 | FIFTH AVENUE NEW YORK | FIFTH AVENUE NEW YORK | Smoking | Smoking | g | seriously harms | pu and others | PARLIAMENT | Platinum Blue | 200's | AED 134 | USD 37.22 | www.dubaidutyfree.com | PARLIAMENT | PARLIAMED | Platinson | Smoki is | Smoking | meric | bas | Smoking | around others you | KIM | of | and you | ORIGINAL | FILTER | FIFTH | AVENUE | NEW | YORK | seriously | harms | and | others | Blue | AED | 134 | USD | 37.22 | around | you,PARLIAMENT ONE,PARLIAMENT SSL,MARLBORO PLATINUM,PARLIAMENT AQUA,PARLIAMENT BLUE,PARLIAMENT CARAT,PARLIAMENT NIGHT,PARLIAMENT HYBRID,PARLIAMENT LIGHTS,PARLIAMENT P BLUE
00PdP0000006pPjUAI_Image_Response_a0Z4H00000axbUMUAY,LIMITED | II | E | CARTONS | Smoking | Marlboro | kills | double ice | MARLBORO | Double Ice | 600's | AED 361 | USD 100.28 | www.dubaidutyfree.com | Smoking | L | seriously | E | Smoking | harms | seriously | harms | you and | others | the | around | you | double | ice | Double | Ice | AED | 361 | USD | 100.28 | and,MARLBORO MIX,MARLBORO GOLD,MARLBORO BLACK,MARLBORO MICRO,MARLBORO TOUCH,MARLBORO GOLD B,MARLBORO LIGHTS,MARLBORO WBURST,MARLBORO PLATINUM,MARLBORO MX FLAVOR
00PdP000001xqBpUAI_Image_Response_a0Z4H00000axbUJUAY,CARTONE | doubilimix | and | to | Smoking | when pregnant | CONTAINS | Smoking | VENTRO | INDIRELLES | seriously harms | harms | you and others | the | your baby | and | around you | WITH | O | PACKS | double mix | Martbo | S | Smoking | Smoking | kills | when pregnant | ns | harms | rs | your baby | ل | MARLBORO | Double Mix | 200's | AED 132 | USD 36.67 | www.dubardutyfree.com | Marlboro | Marlboro | when | pregnant | seriously | you | others | your | baby | around | double | mix | Double | Mix | AED | 132 | USD | 36.67,L&M STORM,ROOFTOP RED,MURATTI TONE,ROOFTOP GOLD,MARLBORO TOUCH,ROOFTOP SILVER,SG AZUL,L&M COOL,L&M LOFT,LARK ONE
00P4H00001nIyIJUA0_Image_Response_a0Z4H00000axbUOUAY,Marlboro | SMART | -SEAL | Mast | Maribor | Marlboro | CARTONS | Mantburu | Smoking | been | seriously harms | you and others | - | around you | White | Marbbaro | Smoking | seriously harms | you and others | M | around you | White | Marlboro | Smoking | seriously harms | you and others | around you | MARLBORO | White | 200's | AED 128 | USD 35.56 | www.dubaidulyfree.com | CANCER AND DISC | LSU | seriously | harms | you | and | others | around | AED | 128 | USD | 35.56 | AND,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP0000006kzVUAQ_Image_Response_a0Z4H00000axbURUAY,Smoking | causes | ageing of | Marthney 21 | the skin | white | Anop | Marlbara | Smoking | OJOOLIBIAL | kills | you and | arou | others | white | Marlboro | far | mg | Nicotine 0.1 mg | Carb on | monoxide mg | 20 | FOR DUTY FREE SALE ONLY | Tar 1 mg | Nicotine 0.1 mg | USE OND | Marlboro | KUL | Carbon | monoxide 1 mg | BALUM | your smoke | breathe | make them | don't children: | MARLBORO | White | 400s | AED 244 | USD 67.78 | www.dubardutyfree.com | ng | U | white | S | Month | double | ageing | the | skin | you | and | Nicotine | Carb | monoxide | FOR | DUTY FREE | SALE ONLY | 0.1 | monoxide 1 | your | smoke | make | them | don't | children: | AED | 244 | USD | 67.78,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP000004FWBvUAO_Image_Response_a0Z4H00000axbULUAY,"Marlboro | Mantboro | double fusion | summer | Smokers | die | Smoking | younger | kills | Marlhav | Marlboro | Marlboro | С | double fusion | summer | Smokers | ms | Smoking | die | ers, | kills | vounger | MARLBORO | Double Fusion | 200's | AED 132 | USD 36.67 | www.dubardutyfree.com | is | rs | Marmiren | kills | double | fusion | Double | Fusion | AED | 132 | USD | 36.67",MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP000000vws7UAA_Image_Response_a0Z4H00000axbUMUAY,Murlburo | arthard | double ice | double ice | Smoking | Smoking | seriously harms | seriously harms | en | you and others | you and others | 216 | around you | Tar5mg | around you | 1 | monoxida 5 | Carbon | MARLBORO | Double Ice | 200's | AED 132 | USD 36.67 | www.dubaidutyfree.com | Smoking | double | ice | seriously | harms | you | and | others | around | Double | Ice | AED | 132 | USD | 36.67,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO MICRO,MARLBORO PRIME
00P4H00001mQA7AUAW_Image_Response_a0Z4H00000axbULUAY,Marbbury | Smoking | seriously harms | you and others | around you | gold | SAMPLE | Marthoro | Smoking | seriously harms | gold | you and others | around you | gold | YM | FIRM FILTER | Marlboro | Smoking | kills | MARLBORO | go | Gold | DDF | 200s | AED 189.00 | USD 52.50 | www.dubaidutyfree.com | seriously | harms | you | and | others | around | FIRM | FILTER | AED | 189.00 | USD | 52.50,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO,MARLBORO PRIME
00P4H00001mupndUAA_Image_Response_a0Z4H00000axbUJUAY,Special | PUBLIC | لا | Smoking | Marlboro | kills | = | - im | double ice | 3 | Smoking | Marlboro | kills | MARLBORO | Double Mix | 600's | AED 361 | USD 100.28 | www.dubaidutyfree.com | double | ice | Double | Mix | AED | 361 | USD | 100.28,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001lmKvLUAU_Image_Response_a0Z4H00000axbUJUAY,Smokir | kills | SELECTED PREMIUM TOBACCOS | 3 | Smoking | Manhway | seriously | harms | you and | others | around | you | SELECTED PREMIUM TOBACCOS | MARLBORO | Red | 600s | AED 335 | USD 93.06 | www.dubardutyfree.com | SELECTED | PREMIUM | TOBACCOS | and | AED | 335 | USD | 93.06,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001nIxmnUAC_Image_Response_a0Z4H00000axbUNUAY,let help to | op smoking: | consult. your | doctor or | Morthorg | gold | pharmacist | Manthoro | Smoking | kills | gold | Martboro | Smoking | kills | MARLBORO | Gold | 400s | AED 244 | USD 67.78 | MART SEAL | Mu | Maribo | White | help | smoking: | your | doctor | AED | 244 | USD | 67.78 | SEAL,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO,MARLBORO PRIME
00P4H00001nIeiMUAS_Image_Response_a0Z4H00000axbUJUAY,"TEREA | I | C | Works only with IQOS ILUMA | RE | / | This product is not risk free and | ontains nicotine, which is addictive. | VINO | This | TEREA | - | contain | Works orty with | IT | twie yos LICK 1660 yua | ve. | sool of | TEREA | TEREA | MA | Works only with IQOS ILUMA | 7 | d | sk free and | TEREA | Teak | 200's | AED 150 | USD 41.67 | www.dubaidutyfree.com | SIGEH | Works | only | with | ILUMA | product | not | risk | free | and | nicotine, | which | addictive. | IQOS | AED | 150 | USD | 41.67",L&M RED,NEXT RED,ASSOS RED,L&M GREEN,NEXT GREEN,ROOFTOP RED,MARLBORO ONE,MARLBORO RED,NUMBER 7 RED,L&M RED LABEL
00P4H00001nIeilUAC_Image_Response_a0Z4H00000axbUPUAY,Mad | W | may | Munthoro | Smokin | kills | gold | SELECTED FINE TOBACCOS | MARLBORO | Gold | 600's | AED 350 | USD 97.22 | www.dubaidutyfree.com | Marlboro | SMART | -SEAL | - | gold | PICK | SELECTED | FINE | TOBACCOS | AED | 350 | USD | 97.22,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO,MARLBORO PRIME
00PdP000003a9RKUAY_Image_Response_a0Z4H00000axbUQUAY,"p | PARLIAMENT | terms KISS | ORIGINAL RECESSED™ FILTER | PARLIAMENT | oking | Platinum | Platinum | AVENUE NEW YORK | 1861 | ESTD | ESTD | 1931 | FIFTH AVENUE with NEW ... YORK | ms | Smoking | Platinum | ers | causes | ou | Smoking | ORIGINAL RECESSED FILTER | ageing of | PARLIAMENT | kills | the skin | ki | rMG RKILL | PARLIAMENT | PARLIAMENT | PARLIAMENT | PARLIAMENT | PARLIAMENT | PARLIAMENT | RECESSED"" | RECESSED FILTER | ORIGINAL RECESSED FILTER | ART | OFF | Platinum | Platinum | Platinum | ESTD 1931 | ESTD 1931 | FIFTH AVENUI | FIFTH AVENUE NEW YORK | YORK | ESTD 1931 | AVENUE - NEW YORK | ng | Smoking | Smoking | S | Smoking | seriously harms | PARLIAMENT | around you | Platinium | 200's | AED 139 | USD 38.61 | www.dubaidunyfree.com | ORIGINAL | FILTER | NEW | ageing | the | skin | FIFTH | AVENUE | NEW YORK | seriously | harms | around | you | AED | 139 | USD | 38.61",MERIT FILTER,CRAVEN A ORIGINAL,MARK TEN ORIGINAL,CHOICE FILTER,L&M ORIGINAL LABEL,DERBY ROJO ORIGINAL,CHOICE ORIGINAL BLUE,L&M ORIGINAL LBL CFB,MULTIFILTER RED,L&M ORIGINAL LABEL CWB
00P4H00001lkrGQUAY_Image_Response_a0Z4H00000axbUKUAY,oking | ills | su | Smoking | lously harms | u and others | around. you | Marthoro | - - | VISTA | blossom fusion | S | Smoking | seriously harms | you a | you and others | Marlboro | serio | around you | arou | VISTA | blossom fusion | Smok | Smoking | kills | kills | Marlboro | VISTA | blossom fusion | MARLBORO | Vista Blossom | 200s | AED 127 | OFFER | USD 35.28 | Marlboro capsules cartons and get 10 | www.dubardutyfree.com | Marlboro capsules cartons and get 159 | Smoking | harms | and | others | you | blossom | fusion | around | Vista | Blossom | AED | 127 | USD | 35.28 | capsules | cartons | get,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO BLOSSOM FUSION,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN
